,0
531,"[id296782956|Виталик], вы правы, ребенок и правда особенный, не всё  могут это принять. Спаси и сохрани господи, от такой беды."
532,"[id334120085|Надежда], я уже не в первый раз сталкиваюсь такими постами,но редко пишу комментарии.Называйте вещи своими именами,он не ""особенный"",а неизлечимый  инвалид."
533,"[id296782956|Виталик], согласна."
534,"Лучше бы отсос сделала бы, и то б живее б был😆"
535,
536,"[id393925260|Atomic], 🤣🤣🤣👍"
537,"[id393925260|Atomic], 🤣🤣🤣👍👍"
538,"[id393925260|Atomic], нееее, такой отсос вообще наизнанку бы вывернул.... Не выжил бы"
539,"[id393925260|Atomic], с таким успехом она бы и яички высосал🤣"
540,Опасная дама)))
541,"""сумерки"" продолжение"
542,
543,Вот это бред...
544,"[id622588458|Аркадий], ни чё не бред... 🤷‍♂️🤷‍♂️🤷‍♂️!!!
У нас бабка с пятого этажа внука в щёку стала целовать крепко...и нечаянно крови из него высосала стакана два..., и внук умер на месте не приходя в сознание 🤷‍♂️🤷‍♂️🤷‍♂️
Бабке дали два года строго режима.., за непреднамеренное лишение жизни.. 🤷‍♂️🤷‍♂️🤗"
545,
546,"[id622588458|Аркадий], внатуре лажа"
547,"[id544671395|Сергей], женщинам строгий режим никто не даёт"
548,"[id544671395|Сергей], 🤣🤣🤣👍👍"
549,"[id589556713|Лиса], ну вот как то дали.. 🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️, всякое бывает 🤗🤗🤗🤗🤗...
С Праздником Вас!!!"
550,"[id544671395|Сергей],"
551,
552,Не предумышленное
553,Пизqеж
554,🤣Какую только ху. ню не напишут
555,"[id465783380|Денис], это правда"
556,Я как врач с трудом дочитала этот бред сивой кобылы
557,"[id199724535|Екатерина], я не врач и то знаю, что такое не может случиться от""засоса"".  Эта группа давно уже позволяет себе публиковать подобную чушь...(((  ОТПИСЫВАЮСЬ!!!"
558,"[id199724535|Екатерина], даже сивого мерина..."
559,Людей то не смешите.
560,Вранье😁
561,😁😁😁засос это мерзость тупых малолеток.
562,"[id752352138|Семён], что ты))) засос это воплощение страсти ❤️‍🔥😂🤣"
563,"Плохой интернет магазин,заказал постельное белье…привезли какую то хоенатень ненужную,…и я и родственники больше не будем пользоваться Озон"
564,Причём за все деньги с вашего телефона.
565,Мошенники
566,На рт в вов спешил
567,Пздец
568,"Не думаю,что жена не останавливала его....Вот есть ведь такие самоуверенные бараны!!! Детки при чем ???"
569,"[id481676069|Ольга], нож бл.... Нашли. Ты че там спишь. Говорят Фейк. Рассуждает. Набрала себе фамилий а мозга не добавилось."
570,Дол... Еб
571,🙏🙏🙏❤❤❤
572,"Лучше быть в семь часов дома, чем в четыре часа в морге. Не торопитесь."
573,"Все вы такие умные, ситуация не известна"
574,"[id647743362|Константин], 180км в час и вы пишите про ситуацию????"
575,"[id349344532|Игорь],"
576,🙏🙏🙏
577,Как там не было погибла вся семья и это точно ужасное горе Упаси господи их души
578,"[id651117824|Виктор],"
579,"[id141744222|Полина], к большому сожалению такое происходит по всей стране"
580,Ну как так?
581,"[id631822891|Алексей],"
582,"[id141744222|Полина], так я не пойму? Их убил в квартире или в машине разбились?🤔фото одно и то же ,дети с мужчиной.😒"
583,"[id97488322|Ирина],  убили в квартире. Сделайте скрин фото из поста и покажите через умную камеру, которая есть в яндексе. И Вам выдаст эту новость. У этого паблика одна лажа."
584,
585,😳😳😳
586,Тварина
587,Как такую мать ещё земля носит
588,"[id127917722|Александр], а у нас местная администрация таким бизнесом занимается. Только своих детей они не продают, для того, чтобы поиздеваться есть наши..."
589,Бог ей судья!!!! Ребёночка жалко!
590,"[id555262560|Татьяна], жалко? Радоваться надо! Почему у нас нет бебби боксов то??? А вот дурёху жалко,заработала себе добровольную пожизненку! Ей жить с этим всю жизнь! А это пострашней любого наказания! Её жалко! Но моё мнение,всё это придумки для хайпа и бабла. Вот и всё. Пока."
591,"[id555262560|Татьяна], а ты всему веришь ,что здесь выкладывает эта группа-сказочница,2%из их инфы только правда🙉"
592,
593,
594,
595,Стерилизовать надо таких тварей
596,"Одни идиотки детей продают, а кто постарше мужей и сыновей на ладу меняют - это одно и тоже  🤷‍♂️"
597,Мардовия по ней плачет!
598,"[id619028700|Абдуллин], ей там уже прогулы ставят!"
599,Конченная!
600,Вечная память героям 🇷🇺🙏🙏🙏
601,"[id616208485|Володя], земля стекловатой,убийцам невинных украинцев!"
602,"[id714922092|Volodymyr], 🤣невинные украинцы,это прям как анекдот 😂"
603,"[id349751125|Ольга], Сара тау ,жёлтая земля ,в переводе с татарского,земля татар ,но и татары вернут своё,когда рухнет Московская империя ZЛА"
604,"[id349751125|Ольга], смеётся тот ,кто смеётся последним☝️"
605,"[id714922092|Volodymyr], ну тогда уж Украины точно не будет,а с татарами мы дружим и поверь,не будем стрелять в своих же,как вы твари 8 лет своих расстреливаете и в спину детям стреляете до сих пор"
606,"[id349751125|Ольга], а мы восемь лет не стреляли в своих ,мы сдерживали наступление ваших террористов,Гиркина ,Дугина и Павлова, восемь лет мы сдерживали линию фронта, оборонялись."
607,"[id349751125|Ольга], а на счёт татаров ,мы ещё посмотрим,и на чеченцев тоже"
608,"[id349751125|Ольга], зомбивата несчастная ты"
609,"[id714922092|Volodymyr], олень ты замбировснный, кого ты там сдерживал? Минские мирные соглашения не хотели выполнять. Лапшу сними с ушей."
610,"[id714922092|Volodymyr], олень ты замбировснный, кого ты там сдерживал? Минские мирные соглашения не хотели выполнять. Лапшу сними с ушей."
611,🙏🙏🙏
612,
613,Детей определять в детский дом
614,"А почему мобилизуют отца 5 детей? Да ещё и единственного родителя. Насколько мне известно даже отцы троих детей, с матерью, не подлежат мобилизации. Чушь какая то."
615,"[id649400689|Пять], а вы всему верите что здесь пишет эта группа -сказочница,к ней уже давно нет доверия"
616,"[id649400689|Пять], это не первый случай"
617,"[id754473019|Игорь], Не первый прочитанный случай?"
618,"Почему на волю судьбы?теперь государство обязано помогать безприкасловно,человек погиб за  щищяя родину"
619,"[id514298177|Жанна], государство не кому не чего не обязательно говорили уже и не раз"
620,"вы что не в России живете?Человеку деньги были нужны,а где он сейчас может столько заработать?"
621,"[id371817889|Ирина], У такой семьи должны быть субсидии и не надо мне на это отвечать - вы что не в России живёте?"
622,"[id649400689|Пять], скорее всего, он пошел добровольцем! Денег заработать для семьи!"
623,"[id446082344|Вова], не разлогайте общественность,в нашем государстве,заботятся о нуждающихся"
624,"[id514298177|Жанна], 🤣 ну да я  сам государственный ребёнок знаю больше Вас😉"
625,Соболезную родным.🥀
626,"Во долбо*б!
Или фейковая новость, чтобы очередной раз пропиарить и прорекламировать патриотизм и сво?"
627,"где второй родитель,"
628,🙏🙏🙏
629,"Кто вообще его взял. Если это реальная история,  тогда кто призвал его пусть отвечает и содержит его детей."
630,"[id197094753|Николай], максимум что его семье теперь положено это пенсия по потере кормильца"
631,"[id197094753|Николай], может быть хотел заработать денег, чтоб улучшить жизнь детей, поехал добровольцем"
632,"[id197094753|Николай], согласна с вами"
633,"От безысходности люди идут зароботывать хоть какие-то деньги, не легко видать было поднимать 5х,теперь  вообще остались без кормильца😢"
634,"[id197094753|Николай], добровольцем ушёл походу, теперь плачут дети, о детях нужно было думать прежде чем идти туда....."
635,"[id197094753|Николай], дело не в этом, для ребят это травма, нельзя так просто вычеркнуть создавшие отношения с тем кому они доверяли и шли по жизни, это не игра, к сожалению!!! 👌☝"
636,"[id218157297|Рома],"
637,девушка стала буквально жертвой телевизора
638,"если бы мой ребёнок собрался бы на войну, я бы его к батарее привязал. никому эта война не нужна"
639,"[id731783220|Геннадий], как не нужно,. Это всё выгодно путале ,во первых отмывание денег,во вторых народ уменьшить. Хочет показать власть над стадо баранов."
640,"[id731783220|Геннадий], предатель"
641,"[id773995556|Мустафа], 😴😴👉👉😴😴👉👉🐏🐏🐏🐏🐏🐏🐏🐏🐏🐏🐏🐏"
642,"[id192566465|Людмила], свою семью опубликовала?"
643,😢😢
644,Что хотела - то и получила.
645,"[id513070933|Ксения], закрой рот , тв@рина. и исчезни"
646,"[id513070933|Ксения], 🤦🏻‍♀️"
647,"[id522830246|Светлана], дак ты и не базарь , почему на простыне не засохла?????"
648,"[id513070933|Ксения], научись писать  бот - 🐀 . Засохни, заглохни жертва аб@рта. 
Твоё место на пом@йке и в ЧС"
649,"[id513070933|Ксения], 
👍👍👍👍👍😊"
650,"[id522830246|Светлана], 😴😴👉👉😴😴👉👉🐏🐏🐏🐏🐏🐏🐏🐏🐏🐏🐏"
651,"[id192566465|Людмила], ты, чё старая с@ка , берега попутала, или печеньки закончились ? Брысь отсюда 🐀"
652,"[id522830246|Светлана], 💩💩💩💩💩💩💩💩💩👽👽👽👽👽👽👽👽👽👽👽💀💀💀💀💀💀💀"
653,"[id192566465|Людмила], ха- за,  тупая  Учи буквы, а то только  и умеешь смайлики выставлять
 Видно в ,1- м классе букварь искурила , безмозглая старушка"
654,"[id513070933|Ксения], слава России💪❤"
655,"Женщины, родненькие, вы хоть понимаете риск, когда кого-то отправляете на фронт? А то потом, читаем, что матери были в шоке, узнав о смерти."
656,"[id410006192|Людмила], а что может сделать мать против мобилизации?!? 
Только молимся, сидим..."
657,"[id316381758|Флюза], если у собаки забрать щенка, собака начнёт лаять. Российские матеря вместо того чтобы поднимать недовольство и требовать вернуть людей с войны молятся🤦‍♂️"
658,"[id316381758|Флюза], ну так баб не кто не мобилизует, хотела стать героем, стала посмертно"
659,"[id410006192|Людмила], они хотят показать себя, что не чем не хуже мужчин, быть крутыми, да заодно денег заработать и мужика найти, бред  и враньё что они из ща патриотизма идут, если так было бы то шли бы валантерами и до СВО в ту же Сирию там тоже наши ребята, в Самали, в военные училища, институты, в мединституты, дуры, я понимаю медики, журналисты жто их обязанность, а эти, матерям горе принесли"
660,"[id316381758|Флюза], могла непустить.
 Вы же, дома."
661,"[id654860034|Владимир], по возрасту не возьмут, но работаю в гражданской должности на пользу МО"
662,"Искренние соболезнования матери. 
Никакие поступки детей, не стоят слез их МАТЕРЕЙ!!!"
663,"[id533037911|Aleksander], продолжай развитие б в России"
664,"Очень жаль девушку, и ее маму.🙏🙏🙏🙏❤😢😢😢"
665,"[id133075104|Саня], хан иди"
666,🙏🙏🙏😔
667,А смотря фото у гроба мужика хоронят
668,"[id427450386|Нина], а не фейк ли это..🤔"
669,"[id427450386|Нина], Ваш комментарий верный."
670,🌷🌷🌷🌷❤
671,"Господи, бедные матери, бедные жёны и девушки... А некоторые мобилизованные оставили и детей. Я не понимаю, к чему эти жертвы. Это не оборонительная война"
672,"[id476726284|Сергей], не только у мобилизованных дети! У большинства военных контрактников тоже дети, у добровольцев тоже. Какая разница мобилизованный или контактный, доброволец или чвк. У всех семьи."
673,"[id515730923|Катерина], огромная разница."
674,"[id559628210|Дмитро], все люди!!! Нет разницы"
675,"[id515730923|Катерина], огромная разница."
676,"[id559628210|Дмитро], нет"
677,"[id515730923|Катерина], принцип набора в армию, в ЧВК, мобилизация это отдельная тема. Надеюсь понятно?"
678,"Не себя, так мать доконает."
679,Красивая сказка
680,"Вот урод,выплат не получат"
681,"[id773995556|Мустафа], за ранение тоже выплаты есть😄"
682,"[id425905349|Ната], Слава богу"
683,"Народ,не реагируйте на этот бред,может тогда перестанут сказки свои писать в каждом паблике🙉"
684,"[id638056890|Наталья'], тоже заметил, какие-то странные и публикации, и оформление🤔"
685,"[id638056890|Наталья'], очень интересно, такой молодой, а мама старушка. Оно его в 60 родила?"
686,"До чего медицина дошла. А, что удивляемся Пугачёва смогла, а бабушки из деревни, как два пальца об асфальт."
687,"[id740279193|Татьяна], тоже подумала, что мама старовата. И еще не стыковка, в начале зимы ушёл, а спустя 3 месяца нашелся. 3 месяца никак не может пройти, весна только началась"
688,
689,"А сибирская пенсионерка, которая недовольна пенсией здесь при чëм, для жалости🤔
 Показали бы настоящую мать солдата!"
690,Так это диверсант оказался
691,"Чего за чуш,этого чувака не раз здесь показывали,и писали что он и есть диверсант,которые расстреляли автомобиль,где двое погибло,а ребёнак спас других детей,хотя сам был ранен,админ чего за ерунду пишеш"
692,"[id330061678|Evgeny], для тебя долб...ба стараются"
693,"[id4100128|Владимир], для меня ушлёпок ненадо стараться,а этот на фото террорист"
694,"[id330061678|Evgeny], это ты ган**н тупой, террорист, с тряпкой на заднем фоне"
695,"[id4100128|Владимир], ааа хохлодырый вылез из своей нары🤣"
696,"[id330061678|Evgeny], из деревянного сортира вещаеш, проститутка?"
697,"[id4100128|Владимир], ты теперь будеш моим верным псом машка,нука голос я сказал🤣🤣🤣"
698,"[id330061678|Evgeny], ну ты долб...б, с..ка🤣"
699,"[id4100128|Владимир], умничка машка,ещё погавкай,или поквакай ушлёпок🤣🤣🤣"
700,"[id330061678|Evgeny], я тебя ласково Нинкой назову)))"
701,"[id4100128|Владимир], 🤣🤣🤣какой же ты ушлёпок моя верная собака,Машка🤣🤣🤣"
702,"Они , как завороженные, после ранений, некоторые без конечностей и все-равно, спешат вернуться назад к товарищам на войну??!Это какой-то парадокс?!Уже заплатил кровью, повоевал.Хватит испытывать судьбу,остановись,хотя бы ради родителей!Пусть другие повоюют.У нас страна большая, мужиков миллионы!!Пусть следующие идут воевать,которые еще не были там, а только сидят и указывают, как лучше, как быстрей победить врага..! Может у них получится войну закончить в три месяца?!"
703,"[id740857180|Любовь], люди просто не хотят жить став инвалидами вот и идут обратно, не жить ,не воевать а погибнуть достойно. Ведь Украина на Украину напала и русские там необходимы , как лбычно"
704,"Люба, это болезнь с нарушенной психикой связана. По себе знаю. После кавказа в мирной жизни также не хватало адреналина. вернулся когда полгода еще во снах воевал,пока не отпустило( теряется чувство самосохраниения и просто тянет в ту твою жизнь. и она делится потом на ДО и ПОСЛЕ.  Пройдет,дай Бог и это,как все проходит,но парни вернутся с войны другими людьми и как они в мирной жизни себя будут чувствовать еше долго будет икаться всему обществу( и правда,когда ты на войне,смерть рядом ходит,а страна живет своей жизнью,новый год отмечает,фейервеки вовсю,а у тебя автомат на изготовке,будто ты в другой стране и нет вовсе никакой войны. Обидно,ч.в.было( и с экрана очевидное вранье в новостных каналах( сам имел несчастье убедиться тогда,типа войсковая операция,а на самом деле... да и когда бы они успели все заснять,смонтировать сюжеты. накидали из прежних похожих записей,не удивлюсь что с учений каких нибудь и пустили в эфир. Извините за откровенность,но ничего не придумал. так было. И лучше бы придумал("
705,"[id290741033|Андрей], я вам верю!Какие могут быть сомнения или неверие вам?!Я все понимаю,военный синдром не может сразу уйти из солдата.Даже наши деды,вернувшиеся с войны не любили вести разговоры о войне и о своей там жизни,если только между собой.Помню деда,вернувшегося без руки, выходивших из окружения и ему,раненому в руку ,прямо там в лесах мужики ножовкой отпиливали руку по локоть, чтоб спасти ему жизнь,рука была снарядом раздроблена...Вот это он однажды рассказал и помню, плакал молча.Весь в осколках от снарядов был нафарширован и ему даже не стали их убирать, сказали, что могут усугубить.Так и ходил с осколком в голове, ноге, руке.Мучился от болей и рано умер в 60лет в 70году.Теперь наши дети погибают,становятся инвалидами...И что нас ждет впереди,одному Богу известно! Здоровья вам и любви!"
706,"[id93728935|Эдгар], ну вы загнули,не разогнуть!!Ересь пишите!!Они за год войны уже там сроднились солдатской жизнью, многие нашли друзей,настоящих, а не тех, кто на гражданке заа стакан водки продадут!!Что вы можете говорить, сидя у себя в теплом доме??Не вам их судить!Только они могут ответить!!Вы им не ровня!Жизнь расставила приоритеты!!Теперь Они решают судьбу России,не вы,а ОНИ!!И после войны, им уважение и почет!Им,не тем, кто отсиживался и прятался по норам!"
707,"[id290741033|Andrey], сначала на Кавказ, потом на Украину. Ну ты с...ка долб...б🤦. По другому не назовешь."
708,"Админы вы все с дуба рухнули что-ли, только что видела фото этого парня и там было пост что это деверсант, хоть немного думайте прежде чем подборку фото делать"
709,"[id569433077|Нина], я то же видела что деверсант"
710,"[id569433077|Нина], а еще и актер."
711,"[id569433077|Нина], вот и я читаю и понять не могу то деверсант тотпропавший солдат"
712,"[id569433077|Нина], да очень похож"
713,В контакте можно только читать про сад- огород и то через раз.
714,"[id342929865|Ольга], диверсант"
715,"[id569433077|Нина], бабуля вообще универсальная! На все случаи жизни

😃"
716,"[id653251875|Ольга], точно, актер, который снимался в сериале Глухарь, сторонник всу"
717,"Что нам постоянно впаривают? Только что его показывали в рядах диверсантов, напавших на нашу приграничную территорию!"
718,
719,Но детей ни-ни в иностранные семьи! Пускай уж в своём говне растут...))
720,"[id643658076|Заблокированный], это твоя Родина"
721,"Господи, помилуй! Как всё это страшно. Что вас заставляет это делать? Есть жена, есть маленький ребёнок, это огромная поддержка. Ради семьи, остановитесь!"
722,"[id566667540|Марина], наркотическая зависимость очень страшная вещь... Начать употреблять сейчас легко , этой заразы много..Только остановится большой и тяжкий труд ,и ни того кто подсел ,а именно тех ,кто окружает его ..."
723,"[id541026002|Диман], А как они попадают к нам и почему они распространяется  почти в открытую, где борьцы  с наркоторговлей,вас это не интересует."
724,"[id566667540|Марина], наркоману пофиг жена дети их ничего не остановит  сколько семей страдает сколько родителям горя а им хорошо страшно жить в таком мире"
725,"[id541026002|Диман], остановиться невозможно!!! У меня был племянник, царство ему небесное, лечил всяко разно. 3 года не употреблял, потом опять пошёл в разнос. Итог. Похоронил. Эта хрень не излечима. Лично моё мнение."
726,"[id285031664|Сергей],если бы были борцы то и наркоты не было бы"
727,"[id285031664|Сергей], я думаю, органы в доле."
728,Естественный отбор.минус торчегон
729,"Зачем скорую вызывать, мы лучше все сниме на видео и в сеть, либо в СМИ"
730,"[id69744594|Сергей], другим урок"
731,"[id69744594|Сергей], люди идиоты к сожалению"
732,"Не прочитала пост, оказывается и мама?"
733,А в чем была проблема унести ребенка???
734,"Кто то за жизнь руками цепляются, кто то сам её уничтожает,"
735,"Сергей, понимаете там ещё кто то был, кто снимал. Обычно такие люди боятся вызвать скорую ,потому что приедет не только скорая но и полиция, и вопросов будет много!"
736,"[id566667540|Марина], я бы сама полицию вызвала, рядом с ребёнком наркоман который может быть опасен"
737,"Анастасия и я бы вызвала, чтоб спасти человека. И не важно наркоман он или нет. Человеку плохо, а они снимают."
738,"[id566667540|Марина], он не человек, он гнида"
739,"Настенька, гнида он не гнида, но знаю точно это больной человек, сам себе не принадлежит, не за что не в ответе, а сейчас что говорить, человека больше нет."
740,"[id566667540|Марина], он сам выбрал это! Ему было плевать на семью, плевать на ребёнка… его ни капли не жаль. Когда принимал наркотики подписал себе смертный приговор, но к сожалению не только себе"
741,"Ребёнка жалко, а этому туда и дорога!"
742,"[id402547843|Сергей], он умер от парОв аммиака, его ребёнок обоссал, дочитай👻🤣🤣🤣"
743,Зачем перед ребёнком все это..... унесли бы в другую комнату....😡😡😡 бедный малыш😩😩😩
744,"[id212800431|Татьяна], это фейк, вы думаете ребенок снимал))"
745,Я не дура!!!Только почему и ребёнок рядом😡😡😡
746,"[id212800431|Татьяна], малышу не пять лет даже, через месяц и не вспомнит, чего несëшь то? 🙄"
747,"[id200714274|Евгений], ты видимо такой же... Там не сказано, что ребёнок снимал и Татьяна этого не писАла, писец развелось Анчоусов😔"
748,
749,"[id617850362|Любовь], первые вообще-то США. А это - не просьба о помощи, а предложение для страждущих. Некоторые не могут спокойно сидеть, не помогая людям, вот им возможность и дают"
750,"[id234383739|Данил], почему защитники Родины не защищают беззащитных у себя на Родине? Нам что с этим делать? Никто не защитил наших малолетних детей! Никто не хочет вызволить мальчишек из плена, в котором их НЕЗАКОННО удерживают и издеваются!!!"
751,"[id460800144|Светлана], какого плена, каких детей, вы о чём вообще? В Белгороде ДРГ уже ушла, в плен никого взять не успели (и слава Богу), что вы панику раздуваете?"
752,"[id234383739|Данил], читать умеете? Наших МАЛОЛЕТНИХ детей!!!! МАЛОЛЕТНИХ!!!! И сделали это в Волгограде! Таким криминалом в отношении несовершеннолетних здесь занимается администрация!!! А правоохранители в курсе, но не вмешиваются. Повторяю вопрос :.кто защитит и освободит наших детей здесь, на Родине?! А?!"
753,"[id460800144|Светлана], что вы несёте, какой Волгоград, что за плен"
754,"[id234383739|Данил], русский город Волгоград. У Вас что по географии? А вот где, у какого зверья НЕЗАКОННО держат наших детей, что там с ними делают и живы ли они ещё - неизвестно!!  
Повторяю вопрос :.кто защитит беззащитных у нас на Родине? А?"
755,"[id460800144|Светлана], силовые структуры. В полицию звоните с этими заявлениями. Этим не Минобороны занимается"
756,"[id234383739|Данил], Вы невнимательно читаете.. Я же писала : правоохранители игнорят, пока несовершеннолетних мальчишек (вполне возможно) избивают и насилуют..
А наши защитники там сейчас разве не в целях защиты угнетенного населения? Нет?
Повторяю свой вопрос : почему никто не защищает НАШИХ детей??  Почему никого не волнует то, как даётся детям каждый день у зверья?"
757,"[id617850362|Любовь], все просто) Новости Сверхдержавы, это созданный украинцами паблик, цель которого - поливать говном и лепить фейки про нашу страну. Ребята из ЦИПСО трудятся!)😎"
758,
759,
760,"[id409007275|Лилия], в новости не говорится, что ""ничего нет"", в новости говорится, что те, кто хочет - могут помочь там-то, чтобы на мошенников не напороться и совесть свою очистить"
761,
762,"[id288621259|Екатерина], смсками на броники никто не собирал, ребята сами добровольно скидывались в поддержку. или вам от начальства такой новости не приходило? жаль, некачественно работаете"
763,
764,"""Государство"" не способно помогать людям - все методы помощи атрофированы. Могут только штрафовать, собирать налоги и отправлять на убой 🤷‍♂️"
765,"[id551063378|Виталий], так чего вы тогда тут живете и русским языком пользуетесь? езжайте туда, куда вам хорошо и государство хорошее😂😂"
766,😁😁😁
767,"[id752352138|Семён], россияне это делают по собственному желанию)"
768,Вперёд славяне в бой 💪победа будет за нами 💪
769,Что вы такие злые то?😳 Всего лишь...
770,"[id73374410|Александр], президент максимально подробно свою позицию доносит в посланиях, вы уж можете сами решить соглашаться или нет)"
771,"Russia , game over 👎"
772,"Создайте НЗ с тем, что просят абсолютно всегда, и если понадобится очень оперативно отправить, это будет под рукой"
773,"Так же нарисуют липовые рейтинги в итоге, как и с выборами)"
774,
775,"[id772052772|Илья], мне это напоминает прямую линию с президентом. Все позвонили, пожаловались и....."
776,Когда можно будет через госуслуги давать чиновникам и депутатам мзды???
777,"Деребаско вообще предложил сократить чиновничий аппарат!
А что?👍"
778,"Идея хорошая, но верится с трудом. Горло друг другу перегрызут, за теплое место и большие деньги."
779,И дать возможность гражданам критиковать чиновников через гос услуги
780,Ёбушки воробушки🤣🤣🤣
781,И первым по списку ВВП???
782,В таком случае они все получат кол с минусом и под роспись
783,"Как же хорошо им живётся .... , могут всякую хрень предлагать , зная , что им ничего за это не будет !"
784,"зачем вы эти сказки сочиняете? мужик просто ни за что погиб, просто так("
785,"[id772048070|Георгий], давай-давай)отрабатывай пособие)"
786,"[id772048070|Георгий], а ну ещё раз хрюкни🐖🐖🐖🐖🐷🐷🐷🐷🐷🐽🐽🐽🐽🐽"
787,"[id772048070|Георгий],"
788,
789,
790,"[id786591638|Петр], у нас знакомого призвали.Давлкние,температура и кровь из пальца - вот и весь медосмотр."
791,"[id786591638|Петр], нет"
792,🙏😢🇷🇺
793,
794,"[id718490744|Сергей], мы не переживаем и правительство что надо, пережевайте вы, скоро не будет территории нацистов, будет Россия."
795,"[id718490744|Сергей], зря вы так, русских не заменить, русский это состояние души."
796,"[id718490744|Сергей],"
797,
798,"[id545040837|Людмила], в укрожопии?"
799,
800,"[id225431941|Николай], а это че за хрень?Усраина!?"
801,"[id225431941|Николай], как то на украинцев не смахивает. А точно в Украине украинце живут?"
802,"[id225431941|Николай], что за нация такая? Да и государства такого не было до последнего времени. Да и то всё просрали. Даже землю на которой живут, продали."
803,"[id254657375|Алексей], 
 Почитайте историю.
 Все шо слышыте о́б Украине, вроссии это 120 %фейк. Это все путинская пропоганда."
804,"[id65528250|Анна], 
Анна! Украина много национальна....."
805,"[id225431941|Николай], историю которую вы выдумали? Читайте сами. Чёрное море выкопали, Иисус от хохла произошёл... Что ещё там у вас пишут? Найди мне первое упоминание о государстве Украина. Ну кроме двух месяцев, когда Петлюра провозгласил государство в двух губерниях российской империи. Посмотри где родился Королёв
Советский учёный, конструктор ракетно-космических систем, председатель Совета главных конструкторов СССР, академик АН СССР.  Википедия

Родился: 

12 января 1907 г., Житомир, Волынская губерния, Российская империя

Умер: 

14 января 1966 г. (59 лет), Москва, РСФСР, СССР"
806,"[id254657375|Алексей],"
807,"[id773995556|Мустафа], ааа. Это ты, кастрат обкуреный."
808,СПИД был что-ли? Тогда надо проверять всех кого она забрызгал своим кишками. 😁😁😁
809,"[id752352138|Семён],"
810,"[id147085018|Максим], ты тоже сучкаСПИДовая?"
811,"[id752352138|Семён], забейся в угол,дура дырявая"
812,"[id147085018|Максим], страшно тебе шлюшкахохлятская."
813,🙏🙏🙏😢😢😢😢
814,🙏🙏🙏💔💔💔
815,🙏🙏🙏🌹🌹🌹🌹
816,какой бред только не напишут.
817,"[id196350938|Дашечка], почему бред.. У нас был случай: родила, отрезала голову, положила  всё в машинку, вызвала,, 03,, ...поехала в р/дом.. Здесь всё и выяснилось.. Рязань"
818,"[id533365812|Татана], ну в этом случаее,в дур дом надо,а не в род."
819,"[id196350938|Дашечка], по ней не возможно было понять, беременна она или, крупная тетка, да одежда... потом отправили.. И отпустили, признали вменяемой.."
820,"[id196350938|Дашечка], точно бред,до года растила ,а потом надоело!"
821,"[id196350938|Дашечка],  по статистике в рф  в год  рожалки -садистки убивают от 26 до 34тбольших уже детей и более 200 новорожденных"
822,"Ее теперь также,уродина"
823,"Страшная смерть от ""материнских рук"". Как жалко деток, которые рождаются ненужными своей семье.🥀"
824,"[id446960437|Виктория], здесь вы мадам , правы"
825,"Господи,ну зверина....Дай бог чтобы у тебя до конца твоих дней земля горела под ногами...За то что ты такую жестокую казнь устроила этой крошечке...Я добрый человек,но за детишек горло бы перегрызла этой змее...."
