,0
455,"[id697839023|Сергей], это уже тема другого монолога, вы спросили-я ответил."
456,"Пока кто нибудь не потонул,будут ходить. А потом скажут МЧС виноват что не предупредили что это опасно🤷‍♂️"
457,Бу-га-га))) по воде - аки посуху идёть!
458,И рывок и прорыв - 2в1.
459,Вот гады😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢
460,"Надеюсь, что их найдут и накажут."
461,Сволочи бездушные! Она даже защититься не могла... Как страшно гореть заживо..
462,"[id572407958|Ирина], жаль что она домашняя. Дикая б вылезла, я надеюсь, и поточила бы клыки об этого огненного."
463,"[id572407958|Ирина], Говорят самый болезненный способ выпила из жизни."
464,Вот гады Не мешало бы найти этих уродов и стого наказать за такое жестокое убийство ни в чем не повинного животного Сегодня они жгут животных А завтра также и людей начнут жечь
465,
466,"Бедный малыш....
Это каким выродком надо быть, чтобы сжечь живое существо? Надеюсь, этих недолюдей найдут, и они получат своё."
467,"[id136200651|Юлия], для кого-то это просто игрушка! Живая, редкая, но игрушка! Вытрепнуться перед соседями. А потом - надоел, можно и в топку, на мороз …. Ну и кто тут животное?"
468,"[id312517663|Сергей], это повод жечь живьём ни в чем неповинного кота? Если вызывает вопросы содержание пумы в вольере- то пума- это горный лев, распространен до юго-востока Аляски, к температурам ниже нуля он приспособлен.
Симбе было два года, два года за ним ухаживали, кормили, любили, пока недочеловеки его коктейлями Молотова не закидали, зная, что животное абсолютно беспомощно в своем вольере."
469,"[id136200651|Юлия], ни одна животное не заслуживает такой участи. «Мы в ответе за тех , кого приручили» . Тем более некоторые животные априори не должны жить в неволе…"
470,Вот гады 🤬
471,Такие люди опасны для общества
472,"[id52172392|Паша], это не люди"
473,"[id697843631|Настасья], а кто?)"
474,"[id52172392|Паша], это изверги, сволочи самые настоящие"
475,"[id786597434|Мария], и всё таки,они люди"
476,"[id697843631|Настасья], не зря говорят что настоящие монстры это не вампиры, зомби и.т.д. а это всего на всего люди"
477,"[id697843631|Настасья], если что я не говорю за всех"
478,"[id759690371|Данил], но и называть их людьми язык не поворачивается"
479,"[id697843631|Настасья], монстры и то наверное не такие🤣"
480,"[id697843631|Настасья], вы абсолютно правы"
481,"[id697843631|Настасья], это люди и они на каждом шагу"
482,Кто эта тварь!! Найти и....жестоко
483,Какой лапочка.как рука поднялась читаю и плакать хочу
484,Чудом осталась жива. С выздоровлением!
485,Вот до чего доводят эти экзамены ваши
486,"[id437832075|Максим], курила с младших классов"
487,"[id442342222|Володя], боюсь что это не причина того, что она заболела анорексией"
488,"[id437832075|Максим], да давайте отменим вообще школу, ведь некоторые психически больные дети выбрасываются из окон в этом возрасте из-за своей болезни. Лучше же закрыть школы и университеты, чем лечить психическое заболевание🤦‍♂️"
489,"[id788550435|Annabelle], я имел ввиду что экзамены вообще не имеют никакого смысла, я не говорил что учиться не надо, учиться конечно надо, но то,что щас происходит в школах и это тоже особо значения не имеет"
490,"[id437832075|Максим], если экзамены не имеют смысла, то по какому принципу мы будем определять, кто достоин получить аттестат/диплом, а кто просто штаны просиживал? Или как мы определим, кто достоин поступить на бюджет, а кто нет"
491,"[id261240849|Саша], аттестат достойны получить ВСЕ, кто просиживал штаны, будет видно по оценкам и характеристики подростка, а по вашему есть те кто не достоит поступить на бюджет???"
492,"[id437832075|Максим], ничего себе какой вы добрый. Давайте всем все налево и направо раздавать. Вы давно в школе учились? По моему мнению бюджета достойны те, кто действительно хочет учиться, а не просиживать штаны. Я когда училась, у меня как минимум 5 человек в школе появлялись только по праздникам. Они естественно ничего не знают. Оценки это вообще не показатель, потому что учителя им 3 рисуют только потому что надо, иначе накажут. А были и те, кто исправно ходил, но НИЧЕГО не делали. Ни дз, ни классную работу, соответственно, они свое ""отсидели"", а в голове у них перекати-поле. Так и что всем им за красивые глаза давать аттестаты? А такие очень часто ещё и в мед хотят поступить. Хотели бы попасть к такому доктору или медсестре?)"
493,"[id261240849|Саша], давайте с вами думать... Те кто хочет стать медиком, он приложит все усилия на то, что изучить эту сферу, если ему реально интересно, то он БУДЕТ учиться, а если ему просто идти учиться на медика сказали родители, то даже если он уйдёт с красным дипломом , то эта медицина ему никуда не сдалась"
494,"[id261240849|Саша], в 99% случаев, диплом не нужен вообще, никто по профессии в большинстве не работает"
495,"[id437832075|Максим], ой, какой же вы наивный) Училась я как раз с такими, которые в мед собирались по собственному желанию чисто из-за того, что ""красивый халатик и это престижно"". Сами понимаете какое там будет отношение к учебе и какая ответственность, раз идут они туда не людям помогать"
496,Молодец 🔥
497,"Пушкин и Лермонтов не смогли бы сдать ЕГЭ. ЕГЭ- бред бредовый, нацеленный против всех участников образовательного процесса и это очевидно даже обывателю. Срочно поднять ЗП(в разы) депутатам, может они тогда угомонятся с такими решениями."
498,"[id132867693|Артём], я 5 ЕГЭ сдала. А твой Пушкин значит был тупым и ничего, кроме как писать односложные стишки, не умел"
499,"[id788550435|Annabelle], сразу видно деградацию."
500,"[id735812352|Александр], по тебе-то да"
501,"[id788550435|Annabelle], мы с вами выпивали? Говорю же, что у вас нет образования от слова совсем!"
502,"[id788550435|Annabelle], не надо Пушкина трогать!"
503,"[id735812352|Александр], у меня высшее образование, в отличие от тебя, ПТУшник"
504,Образованный человек не позволил бы себе подобные высказывания
505,"[id788550435|Annabelle],высшее образование, ума не даёт!Вам точно."
506,"[id788550435|Annabelle], у него особенный свой Пушкин. Шанс поступить в престижный универ этим людям не знаком)"
507,я родился!🤣
508,Здоровья
509,"[id19682991|Павел], спасибо"
510,"Молодец, выздоравливайте 🙏"
511,"Обострение перед ЕГЭ, а какой же тогда был первый экзамен?"
512,"[id294897796|Надежда], в 9 классе, обычный устный экзамен, который полоумные особи требуют вернуть вместо ЕГЭ. Как видите, от формы экзамена вообще ничего не зависит. Психическое отклонение - это с рождения"
513,"[id788550435|Annabelle], тогда написали бы ОГЭ, а не первый экзамен. Если речь об ОГЭ, то, выходит, два года прошло до обострения перед ЕГЭ. Да, лабильная нервная система. Или девочка так манипулировала взрослыми людьми, что, на мой взгляд, тоже из области психиатрии."
514,"[id294897796|Надежда], ей 31 год, когда она была в 9 классе никаких ОГЭ ещё не было"
515,"[id788550435|Annabelle], точно, не было. Сыну 26 лет, его ровесники были первыми, кто сдавал этот экзамен. Забыла."
516,"[id294897796|Надежда], о том и речь. Люди любят обвинять в психических отклонениях своих детей ЕГЭ, а на деле они у них и на обычных экзаменах в обмороки падают и с моста сбрасываются. Если есть отклонение, то хоть в каком виде экзамен будет"
517,Здоровья и мозгов женщине!
518,"[id608585210|Виктория], Ага ,желательно четь по больше чем у тебя 😁"
519,"Так не надо детям внушать, как будто это смертельно опасное дело. Этот экзамен не так уж и страшен"
520,"[id299217765|Фатима], так когда она сдавала первые экзамены, которые были до ЕГЭ, это были обычные устные экзамены, которые все призывают вернуть. А у неё вот от этих обычных экзаменов развилась анорексия. Так что шах и мат, противники ЕГЭ 😏"
521,"[id788550435|Annabelle], они сдавали ГИА. А не устные экзамены."
522,"[id788550435|Annabelle], ну у нас уже егэ были ..Вы ошиблись ))"
523,"[id610513088|Мыльная], мне 29 лет, я не сдавала никакие ГИА, а ей 31, она тем более ничего подобного не сдавала"
524,"[id217363859|Дарья], люди пишут, что она сдавала ОГЭ, хотя в её времена этого всего ещё не было. Читайте внимательнее. Я не сдавала ни ОГЭ, ни ГИА, как тут пытаются навязать, а я на 2 года младше. В посте ясно написано, что анорексия развилась, когда она сдавала первые экзамены в 9 классе, то есть традиционные устные"
525,"[id788550435|Annabelle], ГИА начали вводить с 2000 годов. С 2009 он стал единственным экзаменом возможным. Её школа начала проводить ГИА до 2009г. Мне 28 и мы сдавали ГИА, и были не первыми в своей школе."
526,"[id610513088|Мыльная], ей 31 и мне 31 и после 11 класса мы сдавали егэ..я в универ поступала у же по егэ"
527,"Дарина, при чем тут ЕГЭ? 🤔 Я про ГИА говорю."
528,"[id610513088|Мыльная], а подруга моей мамы не сдавала ГИА и после двойки на устном экзамене пошла утопилась. Только умственно отсталые люди могут обвинять в психических отклонениях форму экзамена, от которой ничего не зависит. Умный сдаст хоть ГИА, хоть ЕГЭ, а тупой будет обвинять всё и всех в своей тупости 👌"
529,"[id788550435|Annabelle], да с чего вы взяли что у нас устные были после 9 класса ..мы так же писали ..решали задачи ..тянули билеты и по ним готовились"
530,
531,Доброе утро ☕☕☕
532,Добренькое
533,
534,"Доброе утро, дорогие земляки-сибиряки!"
535,Доброе утро
536,
537,"[id447409500|Ольга], Хорошее настроение не спрячешь."
538,"[id688900042|Вячеслав], дааа))"
539,"[id447409500|Ольга], а я сначала не понял - в чём подвох? Ну жопа, а потом присмотрелся, а тама смайлик!)))"
540,"[id16523123|Александр], как говорится, зри в корень😁"
541,"[id447409500|Ольга], О! Я-я! Натюрлихь!))))"
542,"[id16523123|Александр], а там и зер гут, и ,возможно, даст ист фантастишь)))"
543,"[id447409500|Ольга], Полностью с вами согласен - коллега! Где - ""зер гуд Вольдемар!"" там и - "" кашэшна буду!"" )))"
544,Доброе утро всем😊
545,С добрым утром всем🤣🍧
546,
547,Удивительно
548,
549,"[id367745758|Насос], 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"
550,"Блин,хоть съехать успели.там ещё мужчина с женой живут.не съехали"
551,"[id326538472|Юлия], съехали. Вчера. На момент пожара дом был пустой. Вчера же там выставили окна. Разбирали на стройматериалы полы, где доски более менее сохранились. Вечером кто-то лазил с фонариками на улице. Как раз у того подъезда, где и начался пожар. А через 10 мин уже всё полыхало."
552,"[id464085233|Наталья], хорошо что никто не пострадал.я сегодня ездила,переживала за соседей бывших.👍"
553,"[id326538472|Юлия], да, конечно, хорошо, что съехали. Соседи в частном доме, думаю, страху натерпелись. Там забор-то метра через 2. Пожарные приехали быстро. Основное пламя потушили моментально. Некоторые наблюдатели даже за телефоном сходить не успели. А потом уж остальное ликвидировали. Семья эта сегодня была здесь. Разбирали козырёк у подъезда, доски забирали. В общем, никто не пострадал)"
554,2 квартиры не расселены
555,"[id49419449|Ден], 1.остальные ещё по осени все съехали."
556,"И в заключении от пожарных будет "" ... по причине замыкания электропроводки ""  

Как же так ? 

Надо Бастрыкину писать, наши полицаи чувствую опять замнут дело не начав."
557,"[id777069365|Андрей], какая разница то?"
558,"[id777069365|Андрей], да прям .по любому бомжи грелись.мы тож ещё съехать не успели,соседний подъезд бомжи заселили.жили в страхе.первую предложенную квартиру взяли,и за день переехали,от страха🤣🤣🤣а то ведь и нас могли поджечь"
559,"[id684715452|Жол], думаю на вашей Родине такая же фигня творится."
560,"[id777069365|Андрей], и что? Дом под снос, сгорел да и пёс с ним."
561,"[id684715452|Жол], ничто . Сгоревшие дома быстрее расселяют . Кому это выгодно сам догадаешься или тоже разжевывать надо ?"
562,🤦‍♂️
563,"Мне кажется,или льду пофиг?"
564,"[id259896602|Олеся], естественно по фиг! Чтобы его растопить, нужно этим огнемётом минут 15 греть минимум!"
565,"[id259896602|Олеся], населению точно пофиг.. 😂"
566,"Есть вариант проще, облить бензином и поджечь 🤣"
567,"[id735316564|Руслан], пральна! Сжечь город вместе с людьми!  Нет людей - нет недовольных льдом. А то нашли проблему..."
568,Креативненько 🤣🤦‍♂️
569,Жгут в прямом и переносном смысле 🤣👍
570,А чего не феном? Или утюгом?
571,"[id396925080|Сергей], розетки видать нет🤣"
572,"[id28048956|Борисенко], беда"
573,"[id112797218|Ксюша], с головой у них беда"
574,Пламя хреначит!!! А опасности нет!
575,"Огнемёт🤣
Дол6оебы🤣"
576,"Представь себе чувака из ЖЭУ,который изрядно набухан с таким огнеметом))"
577,"Огнём нерентабельно! У воды слишком огромная теплоёмкость. У льда меньше, но всё равно. 😠"
578,"Завира опять снег, смысл"
579,На таком году то уже можно
580,Царствие небесное! Один из последних талантливых военачальников великого Советского Союза!
581,Царство небесное
582,"Вечная память, на всегда 💪"
583,Вот настоящие сильные люди
584,знать не знаю
585,в прибыл в Крым
586,В-великий
587,"[id286768628|Виктор], в-вождь"
588,"[id3914338|Дмитрий], в-всех"
589,"[id3914338|Дмитрий], в-времён"
590,"[id286768628|Виктор], в Путин"
591,"[id3914338|Дмитрий], в-вжопу"
592,"[id765425619|Schwarzer],"
593,"[id3914338|Дмитрий], все. кто участвовал в полемике, только здесь и чувствуют себя героями. А по жизни... Сброд."
594,"[id704273636|Анна], самокритично, однако"
595,"[id3914338|Дмитрий], это и о вас - в том числе. А я в вашей полемике не участвовала. Заключительный аккорд."
596,"[id704273636|Анна], потерпите, скоро весна закончится и вам станет легче"
597,а крупные планы будут?
598,"[id11274998|Светлана], планы будут! Но вас об этом известят позже."
599,"[id704273636|Анна], а вы, видимо, глашатаем подработваете? И как, на общественных началах или за копеечку?"
600,"[id11274998|Светлана], писать правильно не пробовали? Вы тоже отличаетесь своим энтузиазмом. Я себе могу позволить поторчать здесь в выходные, иногда - по вечерам. Не копеек ради - мне достойно платят по месту работы. А вы круглосуточно агитируете?"
601,"[id704273636|Анна], не, я сплю ночами, живой я человек ведь, поэтому круглосуточно никак не выходит"
602,"[id704273636|Анна], а что не так с моим письмом? Давайте укажем мне пальчиком на мои ошибки, я, с удовольствием, исправлю"
603,"[id11274998|Светлана], может, поторопились. Перечитайте."
604,"[id704273636|Анна], фигасе, вы внимательная. Русский с литрой преподаёте? Тогда и мне вам есть куда носом ткнуть. Если уж решили мне ответить, то отвечали бы по существу. Идите и ознакомьтесь с понятием КРУПНЫЕ ПЛАНЫ В СЪЁМКЕ. Может тогда поймёте, что ваш ответ мне был не в строку, от слова совсем. Свою пропущенную ""Ы"" исправлять не пойду. Не вижу ничего страшного, не диссертацию, чай, набиваю😁."
605,"[id704273636|Анна], не позорьте своим поведением нашего президента"
606,"[id11274998|Светлана], не преподаю. Бесплатно подсказываю. Работа у меня такая: внимательно следить..."
607,"[id697418902|Балодя], не позорьте себя на просторах интернета."
608,
609,мда...не очень популярная новость...
610,"Молодец, что прибыл. Крым - наш! 🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺"
611,"[id704273636|Анна], а путин тоже!"
612,"[id704273636|Анна], конечно наш. Особенно цены когда он наш стал стали такими конскими, что лучше бы он не был наш))"
613,"[id52340015|Андрей], смысле, цены на что, аренду, собственность? на крым? на путина?"
614,"[id765203403|Константин], на тебя."
615,"[id20096192|Женя], ооо, какая интересная, можно познакомиться?страшненькие в моем вкусе."
616,"[id765203403|Константин], Путин - тоже. Ваш, наш."
617,"[id52340015|Андрей], с ценами всё норм, если там жить. Если отдыхать, при этом выбрать не очень удачное место, соглашусь. Есть санатории, дома отдыха. Всё - за ваши деньги."
618,"[id704273636|Анна], хз, я чето тоже фигею от цен там, да и туреция тоже щас оч дорого, в оаэ надо ехать в мае, вот там можно лухури уложиться в 400 на 10 дней на семью из 4 человек."
619,"[id704273636|Анна], серьезно? А вы там жили 10 лет назад? в 2012 году можно было пиво купить за гривны на наши деньги за 5 рублей, которое сейчас стало стоить 100 рублей. Немного так совсем увеличилась цена, да? А зарплата осталась на том же уровне, что была в гривнах. А цены стали московские. Кому оно надо вообще? Да и на отдых мы катались за копейки, пока он был «не наш», а сейчас что? В 2018 году например можно было выбрать-один раз слетать в Крым, или два раза слетать На Кипр и в Тай. Очень демократично, да? Мне кажется вы просто не в курсе какие цены были раньше или не знакомы с тем что стали сейчас."
620,"[id52340015|Андрей], она работник мусорной сферы, ей отдых не обходится по рыночным ценам, там кормчий платит за дорогу и путевки дарит за счет налогов людей, собранных в фед.бюджет, можешь не обьяснять."
621,Владения проверил..
622,Вылез из бункера
623,"[id405240049|Тимофей], а ты откуда вылез?"
624,"[id405240049|Тимофей], по жизни - сопли в углу жуёшь? Смелый! Давай на митинг, чтобы все аплодировали герою."
625,заметили у него ботинки ????
626,"[id693207746|Михалыч], спецпошив, пынеходы."
627,Че не когда не видил
628,Это всё бандеровские морды творят!☝😡
629,"[id789311053|Василий], может ковид?"
630,"[id247390492|Ваня], и ковид от них😡☝"
631,"[id789311053|Василий], А то нет?"
632,"[id789311053|Василий], иди ромашки курни говорят успокаивает а то хрень несёшь"
633,"[id633181438|Данил], от ромашки на оборот бодрит"
634,Терракт
635,Мужику большой респект молодец.
636,байден с...ка такой!
637,А я бы наверное такой плохой подкинул бы еще поддончиков наоборот
638,А где это
639,"[id650591650|Никита], Гулливер на Красноармейском"
640,"Мужик молодец, не прошел мимо, раскидал горящие палеты, но у тебя, который снимал, нк возникло желание подойти помочь?"
641,"[id34883450|Александр], кто-то должен был запечатлеть хороший поступок )"
642,"[id34883450|Александр], он всего лишь оператор"
643,Дочка может гордиться таким отцом👍👍👍
644,"Молодец, лишний раз доказывает что мир не без добрых людей"
645,и кто совершил акт терроризма? по другому это деяние не назвать. если бы сэндвич-панель вспыхнула погибло бы много народы. поджигателю пожизненное.
646,грузчики или поставщики которые там окурки кидают
647,Красиво ушёл)
648,"[id765425619|Schwarzer], пересолил бродяга"
649,"Пипец, стоят все смотрят. Лижбы на телефон заснять. Я ху*ю над людьми. Ой, что он делает и сама на телефон снимает, дура бл"
650,"[id534271550|Дмитрий], для нас старалась. 😏"
651,"[id566080103|Клим], ага, помешались они на лайках"
652,"[id534271550|Дмитрий], скорее всего как в кино, он кричал не подходите или я прыгну"
653,"[id534271550|Дмитрий], правильно, надо было подопнуть)"
654,"Он один, сам себя ломает, если бы кого-то с собой цеплял, конеш, придумать, как помочь. А здесь тупо торпеда в голове. Или что у них там"
655,"[id534271550|Дмитрий], полнейшая деградация..."
656,Так он уже в сторону Омска ехал🤔
657,"[id27012486|Александр], да там уже не важно
Куда ехал"
658,"[id27012486|Александр], возможно Абакан Москва был поезд, в нск ему нужно было сделать пересадку, но он поехал дальше."
659,Чего то пережить не смог
660,"[id384926053|Ариана], наркотики"
661,"[id264379691|Иван], весну"
662,"Какой этаж?
Это как в фильме 1408 очень похоже сценка"
663,"[id176803020|Александр], второй)"
664,Щас решётки поставят на окнах вокзалов по всей стране... потом надо будет реально и хрен выпрыгнешь.
665,"[id763066707|Алексей], может проще ручки открутить с окон"
666,"[id104872302|Валерия], слишком просто..не наш метод)"
667,"[id763066707|Алексей], ты прав, нужно же  как то бюджет освоить!"
668,поднялся на последний второй этаж
669,А люди куда смотрят в телефон чтобы снять😃
670,весна🤧
671,"Никто не остановил, как так..."
672,"[id572202441|Татьяна], мозгов не хватило, стоят смотрят, на телефон снимают, а чтобы поговорить, остановить мозгов нет. Вместо мозга лайки"
673,"[id572202441|Татьяна], я тоже раньше думал что людям можно и нужно помогать... Потом поумнел."
674,"[id155628417|Евгений], перестал отправлять рубли по СМС ?"
675,"[id665622972|Кенни], во взрослой жизни это называется ""автоплатëж за комуналку"""
676,"[id155628417|Евгений], хорошо-красочно всё у вас во взрослой жизни"
677,"[id534271550|Дмитрий], он сделал свой выбор зачем мешать"
678,"[id572202441|Татьяна], потом докажи что это не ты его столкнул. Очевидцы скажут он стоял, а прохожий подошел и столкнул."
679,А для прослушивания Металлики не изобрела?
680,"[id207399603|Андрей], наушники давно изобрели 😁"
681,"[id467986172|Алена], и это хорошо😁"
682,"[id207399603|Андрей], очень умно"
683,"[id36422053|Михаил], согласен🙃"
684,
685,"[id467986172|Алена], странно но думая там погрешность велика"
686,
687,"[id339670681|Роман],"
688,"Не только же ""внутренним органам "" нас прослушивать 🤣😂"
689,"[id66044464|Максим], 😂😂😂"
690,"[id66044464|Максим], 🤣🤣"
691,"[id66044464|Максим], я сначала когда пост читала, не про те внутренние органы подумала 😂"
692,"[id192590961|Юлия], это скорее я не про те сказал, шутка же 🤣"
693,"[id66044464|Максим], 👍👌"
694,"[id66044464|Максим], респектую... Зае... Ли"
695,"[id66044464|Максим],"
696,Наука шагает намного дальше. В университете Джона Хопкинса соединили стетоскоп и искусственный интеллект. Программа сама анализирует звуки и практически безошибочно может диагностировать ту же пневмонию на ранних стадиях
697,Умничка👍 больше бы таких талантов👍👍👍👍👍👍
698,Срочно Нобелевскую вручить!
699,"Прежде чем слушать внутренние органы, нужно знать как они звучат. А как это разузнать, если раньше никто их не слушал? 😁"
700,"[id545347468|Алексей], вскрывали людей и слушали)"
701,"[id545347468|Алексей], ну почему не слушали то?) Давно уже слушают. Просто она такую штуку сделала, типа как усилитель для колонок) Чтобы громче слышно было)"
702,"Внутренние органы прослушивают нас,а мы их"
703,Получается электронный стетоскоп с шумоподавлением 👍
704,"чтобы дискредитировать армию, достаточно просто о ней подумать 😅"
705,"Хохлоботы, ваш выход"
706,"[id604094443|Егор], Тут даже хохлоботы в а)(уе 😂"
707,"[id200169141|Денис], ну так местным хохлам присесть не охото, а цыпсота будет вещать"
708,"[id604094443|Егор], А несогласным что делать? Сидеть получается"
709,"[id200169141|Денис], с чем несогласен?"
710,"[id200169141|Денис], оставить свое мнение при себе"
711,"[id604094443|Егор], Находите это правильным? Что люди мнение которых отличается от текущего курса должны сидеть 7-15 лет?"
712,"[id200169141|Денис], да, это правильно, что пацанов которые на сво, защитили юридически, от злых языков"
713,"[id604094443|Егор], Ваша позиция понятна 👌"
714,"[id200169141|Денис], а какова ваша?"
715,"[id604094443|Егор], А я не могу свою позицию публично изображать, есть риск попасть под статью 🤷‍♂️"
716,"А статистике ООН можно верить, там для нас очень печальные цифры🤦‍♂️🤡"
717,Сообщения в ВК у всех работают?
718,"[id309927476|Даниил], нет"
719,"[id309927476|Даниил], нет. Сбой."
720,Понял
721,. . . . в Сталинское время 15 лет давали за анекдоты! 😳 . . . к этому пришли снова! 🤐😶😷
722,"[id464959471|Вячеслав],💩 а не которых можно сразу к стенке,что б не лезли куда не ждут.💀"
723,"[id628280020|Ирина], Ну вот вылезли Вы же! Смело к стенке Ирина 🔫 по Вас, вряд ли кто то всплакнет! 😷🤗"
724,Блин три года служил в разведке ни чего плохого сказать  не могу.А хорошего не помню.
725,"[id749546389|Сергей], как? А дембель? 😉"
726,"[id513467594|Валерий], Дембель не по радовал потому что за три года 8 месяцев пробыл дома"
727,"[id749546389|Сергей], два года служил в разведке, кое что умею. Больше сказать нечего)))"
728,
729,"[id182460442|Евгения], а хотеть мира нельзя, не распространяя всякую чушь и враньё?"
730,Правильно зделал
731,"[id96351510|Сергей], ты, уроки Зделал?"
732,"[id105822724|Александр], забыл, на них, в детстве)"
733,Подпишите срок за употребление наркоты .Хоть улицы почистятся от этого треша.
734,Док с подписью обнародуйте хотя бы. Или опять заготовку текст с печатью да и хватит. Дожились мля. Говорят в Москве кур доят.
735,"Травмирован поездом - это Новояз? Травмироваться можно молотком но ни как не поездом, новость должна звучать так, на переезде в районе железнодорожной станции или на участке железной догоги поездом или таварняком следующим из а в б был сбит гражданин"
736,"[id198947469|Сергей], Лингвист из вас отменный. 🤦‍♀️"
737,"[id305400909|Ирина], для вас пусть будут травмы кораблём  поездом самолётом ну или землёй"
738,Травмирован самолётом или поездом или белазом не возможно
739,"[id198947469|Сергей], что значит не возможно, ежедневно травмируются люди, кто отделывается парой ушибов , кто переломами или ампутацией, но в данном случае смертельно травмирован."
740,"[id162426609|Вячеслав], травмироваться землёй не возможно"
741,"[id162426609|Вячеслав], травмироваться можно тем что берёшь в руку, когда производственная травма на станке"
742,"[id198947469|Сергей], то есть травму можно получить только то что берёшь в руку?"
743,"[id198947469|Сергей], травмироваться можно слазия с локомотива об землю тоже производственная травма, так что и об землю можно и таких травм много встречал за 11лет работы в поездах. Ну про поезда тем более, сколько травмированных людей которые перебегают перед составом поезда, подлазия под него и тд"
744,"[id198947469|Сергей], ну конечно не буду переубеждать, считай и дальше, что можно травмироваться только тем что берёшь в руку."
745,"[id162426609|Вячеслав], когда вы с локомотива падает на землю вас же не локомотив травмировал, в связи с падением с площадки локомотива получили травму."
746,Травмировался получил травму в связи   итд итп.
747,"Травмировался как бы сам упал, слетел молот с рукоятки в глаз, засунул бездумно в станок травмировался сам в результате необдуманного действия а травмироваться поездом землей самолётом или караблем это звучит не правильно"
748,"[id198947469|Сергей], выражайтесь грамотно,не с площадки локомотива, а подножки получил травму при падении на землю. Это я про травмировании об землю, а травмирование локомотивом или поездом звучит правильно так переходя жд пути перед приближающимся поездом №5986 весом 9000тон на сигналы повышеной громкости не реагировал,машинист  применил экстренное торможение в виду малого растоянии граждан Иванов был травмирован локомотивом, тормозной путь составил 370метров,гражданин Иванов с травмой головы,таза доставлен в районную больницу г Петровск. Травму таза он получил при ударе об локомотив, а травму головы при ударе об землю."
749,"слегка  травмируются , получая  пожизненно  синяки !!!☝"
750,"Когда уже построят переход, сколько ещё человек должно погибнуть, двое за месяц... Идёшь утром или вечером на поезд, да и не только на поезд, просто перейти проблематично а дети одни ходят, отправляешь и боиштся, стоят грузовые поезда, обойти очень далеко, а под ними лезть - не безопастно"
751,"[id531783819|Валентина], когда придумают голову, чтобы ей крутить в лево и право, а не одни глаза с ушами, для наушников и телефона"
752,
753,"[id474420255|Natali], мадам если не знаете не говорите зря... Именно сегодня произошла эта трагедия."
754,Больше не будет переходить в неположенном месте!
755,"В каком положенном месте можно переходить жд в деревне? Там, что поезда будут вас пропускать?"
756,"[id161910484|Сергей], ну, если это станция, там должен быть виадук. Ст. Шипуново, если глянуть на карту, довольно крупный населённый пункт. Если виадука нет — это вопрос ответственным лицам..."
