image_id,text,name,group,sub_group,emoji,train
569,Женщина показывает жест «ОК»,woman gesturing ok type 1 2,People & Body,person-gesture,🙆🏻‍♀️,1
570,Женщина показывает жест «ОК»,woman gesturing ok type 3,People & Body,person-gesture,🙆🏼‍♀️,1
571,Женщина показывает жест «ОК»,woman gesturing ok type 4,People & Body,person-gesture,🙆🏽‍♀️,1
572,Женщина показывает жест «ОК»,woman gesturing ok type 5,People & Body,person-gesture,🙆🏾‍♀️,1
573,Женщина показывает жест «ОК»,woman gesturing ok type 6,People & Body,person-gesture,🙆🏿‍♀️,1
574,Человек откинул руку,information desk person,People & Body,person-gesture,💁,1
575,Человек откинул руку,information desk person,People & Body,person-gesture,💁🏻,1
576,Человек откинул руку,information desk person,People & Body,person-gesture,💁🏼,1
577,Человек откинул руку,information desk person,People & Body,person-gesture,💁🏽,1
578,Человек откинул руку,information desk person,People & Body,person-gesture,💁🏾,1
579,Человек откинул руку,information desk person,People & Body,person-gesture,💁🏿,1
580,Мужчина откинул руку,man tipping hand,People & Body,person-gesture,💁‍♂️,1
581,Мужчина откинул руку,man tipping hand type 1 2,People & Body,person-gesture,💁🏻‍♂️,0
582,Мужчина откинул руку,man tipping hand type 3,People & Body,person-gesture,💁🏼‍♂️,1
583,Мужчина откинул руку,man tipping hand type 4,People & Body,person-gesture,💁🏽‍♂️,1
584,Мужчина откинул руку,man tipping hand type 5,People & Body,person-gesture,💁🏾‍♂️,1
585,Мужчина откинул руку,man tipping hand type 6,People & Body,person-gesture,💁🏿‍♂️,1
586,Женщина откинула руку,woman tipping hand,People & Body,person-gesture,💁‍♀️,1
587,Женщина откинула руку,woman tipping hand type 1 2,People & Body,person-gesture,💁🏻‍♀️,1
588,Женщина откинула руку,woman tipping hand type 3,People & Body,person-gesture,💁🏼‍♀️,1
589,Женщина откинула руку,woman tipping hand type 4,People & Body,person-gesture,💁🏽‍♀️,0
590,Женщина откинула руку,woman tipping hand type 5,People & Body,person-gesture,💁🏾‍♀️,1
591,Женщина откинула руку,woman tipping hand type 6,People & Body,person-gesture,💁🏿‍♀️,1
592,Мужчина поднял руку,man raising hand,People & Body,person-gesture,🙋‍♂️,0
593,Мужчина поднял руку,man raising hand type 1 2,People & Body,person-gesture,🙋🏻‍♂️,1
594,Мужчина поднял руку,man raising hand type 3,People & Body,person-gesture,🙋🏼‍♂️,1
595,Мужчина поднял руку,man raising hand type 4,People & Body,person-gesture,🙋🏽‍♂️,1
596,Мужчина поднял руку,man raising hand type 5,People & Body,person-gesture,🙋🏾‍♂️,0
597,Мужчина поднял руку,man raising hand type 6,People & Body,person-gesture,🙋🏿‍♂️,1
598,Женщина подняла руку,happy person raising one hand,People & Body,person-gesture,🙋,1
599,Женщина подняла руку,happy person raising one hand,People & Body,person-gesture,🙋🏻,1
600,Женщина подняла руку,happy person raising one hand,People & Body,person-gesture,🙋🏼,1
601,Женщина подняла руку,happy person raising one hand,People & Body,person-gesture,🙋🏽,1
602,Женщина подняла руку,happy person raising one hand,People & Body,person-gesture,🙋🏾,1
603,Женщина подняла руку,happy person raising one hand,People & Body,person-gesture,🙋🏿,1
604,Человек поднял руку,woman raising hand,People & Body,person-gesture,🙋‍♀️,1
605,Человек поднял руку,woman raising hand type 1 2,People & Body,person-gesture,🙋🏻‍♀️,1
606,Человек поднял руку,woman raising hand type 3,People & Body,person-gesture,🙋🏼‍♀️,1
607,Человек поднял руку,woman raising hand type 4,People & Body,person-gesture,🙋🏽‍♀️,1
608,Человек поднял руку,woman raising hand type 5,People & Body,person-gesture,🙋🏾‍♀️,1
609,Человек поднял руку,woman raising hand type 6,People & Body,person-gesture,🙋🏿‍♀️,1
610,Человек кланяется,person bowing deeply,People & Body,person-gesture,🙇,1
611,Человек кланяется,person bowing deeply,People & Body,person-gesture,🙇🏻,1
612,Человек кланяется,person bowing deeply,People & Body,person-gesture,🙇🏼,1
613,Человек кланяется,person bowing deeply,People & Body,person-gesture,🙇🏽,1
614,Человек кланяется,person bowing deeply,People & Body,person-gesture,🙇🏾,1
615,Человек кланяется,person bowing deeply,People & Body,person-gesture,🙇🏿,1
616,Мужчина кланяется,man bowing deeply,People & Body,person-gesture,🙇‍♂️,1
617,Мужчина кланяется,man bowing deeply type 1 2,People & Body,person-gesture,🙇🏻‍♂️,1
618,Мужчина кланяется,man bowing deeply type 3,People & Body,person-gesture,🙇🏼‍♂️,1
619,Мужчина кланяется,man bowing deeply type 4,People & Body,person-gesture,🙇🏽‍♂️,0
620,Мужчина кланяется,man bowing deeply type 5,People & Body,person-gesture,🙇🏾‍♂️,1
621,Мужчина кланяется,man bowing deeply type 6,People & Body,person-gesture,🙇🏿‍♂️,1
622,Женщина кланяется,woman bowing deeply,People & Body,person-gesture,🙇‍♀️,1
623,Женщина кланяется,woman bowing deeply type 1 2,People & Body,person-gesture,🙇🏻‍♀️,1
624,Женщина кланяется,woman bowing deeply type 3,People & Body,person-gesture,🙇🏼‍♀️,1
625,Женщина кланяется,woman bowing deeply type 4,People & Body,person-gesture,🙇🏽‍♀️,1
626,Женщина кланяется,woman bowing deeply type 5,People & Body,person-gesture,🙇🏾‍♀️,1
627,Женщина кланяется,woman bowing deeply type 6,People & Body,person-gesture,🙇🏿‍♀️,1
628,Человек прислонил руку к лицу,face palm,People & Body,person-gesture,🤦,1
629,Человек прислонил руку к лицу,face palm,People & Body,person-gesture,🤦🏻,1
630,Человек прислонил руку к лицу,face palm,People & Body,person-gesture,🤦🏼,1
631,Человек прислонил руку к лицу,face palm,People & Body,person-gesture,🤦🏽,1
632,Человек прислонил руку к лицу,face palm,People & Body,person-gesture,🤦🏾,1
633,Человек прислонил руку к лицу,face palm,People & Body,person-gesture,🤦🏿,1
634,Мужчина прислонил руку к лицу,man facepalming,People & Body,person-gesture,🤦‍♂️,1
635,Мужчина прислонил руку к лицу,man facepalming type 1 2,People & Body,person-gesture,🤦🏻‍♂️,1
636,Мужчина прислонил руку к лицу,man facepalming type 3,People & Body,person-gesture,🤦🏼‍♂️,1
637,Мужчина прислонил руку к лицу,man facepalming type 4,People & Body,person-gesture,🤦🏽‍♂️,1
638,Мужчина прислонил руку к лицу,man facepalming type 5,People & Body,person-gesture,🤦🏾‍♂️,1
639,Мужчина прислонил руку к лицу,man facepalming type 6,People & Body,person-gesture,🤦🏿‍♂️,1
640,Женщина прислонила руку к лицу,woman facepalming,People & Body,person-gesture,🤦‍♀️,1
641,Женщина прислонила руку к лицу,woman facepalming type 1 2,People & Body,person-gesture,🤦🏻‍♀️,1
642,Женщина прислонила руку к лицу,woman facepalming type 3,People & Body,person-gesture,🤦🏼‍♀️,0
643,Женщина прислонила руку к лицу,woman facepalming type 4,People & Body,person-gesture,🤦🏽‍♀️,1
644,Женщина прислонила руку к лицу,woman facepalming type 5,People & Body,person-gesture,🤦🏾‍♀️,1
645,Женщина прислонила руку к лицу,woman facepalming type 6,People & Body,person-gesture,🤦🏿‍♀️,1
646,Человек пожимает плечами,shrug,People & Body,person-gesture,🤷,1
647,Человек пожимает плечами,shrug,People & Body,person-gesture,🤷🏻,1
648,Человек пожимает плечами,shrug,People & Body,person-gesture,🤷🏼,1
649,Человек пожимает плечами,shrug,People & Body,person-gesture,🤷🏽,1
650,Человек пожимает плечами,shrug,People & Body,person-gesture,🤷🏾,1
651,Человек пожимает плечами,shrug,People & Body,person-gesture,🤷🏿,1
652,Мужчина пожимает плечами,man shrugging,People & Body,person-gesture,🤷‍♂️,1
653,Мужчина пожимает плечами,man shrugging type 1 2,People & Body,person-gesture,🤷🏻‍♂️,1
654,Мужчина пожимает плечами,man shrugging type 3,People & Body,person-gesture,🤷🏼‍♂️,1
655,Мужчина пожимает плечами,man shrugging type 4,People & Body,person-gesture,🤷🏽‍♂️,1
656,Мужчина пожимает плечами,man shrugging type 5,People & Body,person-gesture,🤷🏾‍♂️,0
657,Мужчина пожимает плечами,man shrugging type 6,People & Body,person-gesture,🤷🏿‍♂️,1
658,Женщина пожимает плечами,woman shrugging,People & Body,person-gesture,🤷‍♀️,1
659,Женщина пожимает плечами,woman shrugging type 1 2,People & Body,person-gesture,🤷🏻‍♀️,0
660,Женщина пожимает плечами,woman shrugging type 3,People & Body,person-gesture,🤷🏼‍♀️,1
661,Женщина пожимает плечами,woman shrugging type 4,People & Body,person-gesture,🤷🏽‍♀️,1
662,Женщина пожимает плечами,woman shrugging type 5,People & Body,person-gesture,🤷🏾‍♀️,1
663,Женщина пожимает плечами,woman shrugging type 6,People & Body,person-gesture,🤷🏿‍♀️,1
664,Мужчина-врач,male health worker,People & Body,person-role,👨‍⚕️,1
665,Мужчина-врач,male health worker type 1 2,People & Body,person-role,👨🏻‍⚕️,0
666,Мужчина-врач,male health worker type 3,People & Body,person-role,👨🏼‍⚕️,1
667,Мужчина-врач,male health worker type 4,People & Body,person-role,👨🏽‍⚕️,1
668,Мужчина-врач,male health worker type 5,People & Body,person-role,👨🏾‍⚕️,1
669,Мужчина-врач,male health worker type 6,People & Body,person-role,👨🏿‍⚕️,1
670,Женщина-врач,female health worker,People & Body,person-role,👩‍⚕️,1
671,Женщина-врач,female health worker type 1 2,People & Body,person-role,👩🏻‍⚕️,1
672,Женщина-врач,female health worker type 3,People & Body,person-role,👩🏼‍⚕️,1
673,Женщина-врач,female health worker type 4,People & Body,person-role,👩🏽‍⚕️,1
674,Женщина-врач,female health worker type 5,People & Body,person-role,👩🏾‍⚕️,1
675,Мужчина-студент,male student,People & Body,person-role,👨‍🎓,1
676,Мужчина-студент,male student type 1 2,People & Body,person-role,👨🏻‍🎓,1
677,Мужчина-студент,male student type 3,People & Body,person-role,👨🏼‍🎓,1
678,Мужчина-студент,male student type 4,People & Body,person-role,👨🏽‍🎓,1
679,Мужчина-студент,male student type 5,People & Body,person-role,👨🏾‍🎓,1
680,Мужчина-студент,male student type 6,People & Body,person-role,👨🏿‍🎓,1
681,Женщина-студент,female student,People & Body,person-role,👩‍🎓,1
682,Женщина-студент,female student type 1 2,People & Body,person-role,👩🏻‍🎓,1
683,Женщина-студент,female student type 3,People & Body,person-role,👩🏼‍🎓,1
684,Женщина-студент,female student type 4,People & Body,person-role,👩🏽‍🎓,1
685,Женщина-студент,female student type 5,People & Body,person-role,👩🏾‍🎓,0
686,Женщина-студент,female student type 6,People & Body,person-role,👩🏿‍🎓,1
687,Мужчина-учитель,male teacher,People & Body,person-role,👨‍🏫,1
688,Мужчина-учитель,male teacher type 1 2,People & Body,person-role,👨🏻‍🏫,0
689,Мужчина-учитель,male teacher type 3,People & Body,person-role,👨🏼‍🏫,1
690,Мужчина-учитель,male teacher type 4,People & Body,person-role,👨🏽‍🏫,1
691,Мужчина-учитель,male teacher type 5,People & Body,person-role,👨🏾‍🏫,1
692,Мужчина-учитель,male teacher type 6,People & Body,person-role,👨🏿‍🏫,1
693,Женщина-учитель,female teacher,People & Body,person-role,👩‍🏫,1
694,Женщина-учитель,female teacher type 1 2,People & Body,person-role,👩🏻‍🏫,1
695,Женщина-учитель,female teacher type 3,People & Body,person-role,👩🏼‍🏫,1
696,Женщина-учитель,female teacher type 4,People & Body,person-role,👩🏽‍🏫,1
697,Женщина-учитель,female teacher type 5,People & Body,person-role,👩🏾‍🏫,1
698,Женщина-учитель,female teacher type 6,People & Body,person-role,👩🏿‍🏫,0
699,Мужчина-судья,male judge,People & Body,person-role,👨‍⚖️,1
700,Мужчина-судья,male judge type 1 2,People & Body,person-role,👨🏻‍⚖️,1
701,Мужчина-судья,male judge type 3,People & Body,person-role,👨🏼‍⚖️,1
702,Мужчина-судья,male judge type 4,People & Body,person-role,👨🏽‍⚖️,1
703,Мужчина-судья,male judge type 5,People & Body,person-role,👨🏾‍⚖️,1
704,Мужчина-судья,male judge type 6,People & Body,person-role,👨🏿‍⚖️,0
705,Женщина-судья,female judge,People & Body,person-role,👩‍⚖️,1
706,Женщина-судья,female judge type 1 2,People & Body,person-role,👩🏻‍⚖️,1
707,Женщина-судья,female judge type 3,People & Body,person-role,👩🏼‍⚖️,0
708,Женщина-судья,female judge type 4,People & Body,person-role,👩🏽‍⚖️,1
709,Женщина-судья,female judge type 5,People & Body,person-role,👩🏾‍⚖️,1
710,Женщина-судья,female judge type 6,People & Body,person-role,👩🏿‍⚖️,1
711,Мужчина-фермер,male farmer,People & Body,person-role,👨‍🌾,1
712,Мужчина-фермер,male farmer type 1 2,People & Body,person-role,👨🏻‍🌾,1
713,Мужчина-фермер,male farmer type 3,People & Body,person-role,👨🏼‍🌾,1
714,Мужчина-фермер,male farmer type 4,People & Body,person-role,👨🏽‍🌾,1
715,Мужчина-фермер,male farmer type 5,People & Body,person-role,👨🏾‍🌾,1
716,Мужчина-фермер,male farmer type 6,People & Body,person-role,👨🏿‍🌾,1
717,Женщина-фермер,female farmer,People & Body,person-role,👩‍🌾,1
718,Женщина-фермер,female farmer type 1 2,People & Body,person-role,👩🏻‍🌾,1
719,Женщина-фермер,female farmer type 3,People & Body,person-role,👩🏼‍🌾,0
720,Женщина-фермер,female farmer type 4,People & Body,person-role,👩🏽‍🌾,1
721,Женщина-фермер,female farmer type 5,People & Body,person-role,👩🏾‍🌾,1
722,Женщина-фермер,female farmer type 6,People & Body,person-role,👩🏿‍🌾,1
723,Мужчина-повар,male cook,People & Body,person-role,👨‍🍳,1
724,Мужчина-повар,male cook type 1 2,People & Body,person-role,👨🏻‍🍳,0
725,Мужчина-повар,male cook type 3,People & Body,person-role,👨🏼‍🍳,1
726,Мужчина-повар,male cook type 4,People & Body,person-role,👨🏽‍🍳,1
727,Мужчина-повар,male cook type 5,People & Body,person-role,👨🏾‍🍳,1
728,Мужчина-повар,male cook type 6,People & Body,person-role,👨🏿‍🍳,1
729,Женщина-повар,female cook,People & Body,person-role,👩‍🍳,1
730,Женщина-повар,female cook type 1 2,People & Body,person-role,👩🏻‍🍳,1
731,Женщина-повар,female cook type 3,People & Body,person-role,👩🏼‍🍳,1
732,Женщина-повар,female cook type 4,People & Body,person-role,👩🏽‍🍳,1
733,Женщина-повар,female cook type 5,People & Body,person-role,👩🏾‍🍳,1
734,Женщина-повар,female cook type 6,People & Body,person-role,👩🏿‍🍳,1
735,Мужчина-механик,male mechanic,People & Body,person-role,👨‍🔧,1
736,Мужчина-механик,male mechanic type 1 2,People & Body,person-role,👨🏻‍🔧,1
737,Мужчина-механик,male mechanic type 3,People & Body,person-role,👨🏼‍🔧,1
738,Мужчина-механик,male mechanic type 4,People & Body,person-role,👨🏽‍🔧,1
739,Мужчина-механик,male mechanic type 5,People & Body,person-role,👨🏾‍🔧,1
740,Мужчина-механик,male mechanic type 6,People & Body,person-role,👨🏿‍🔧,1
741,Женщина-механик,female mechanic,People & Body,person-role,👩‍🔧,1
742,Женщина-механик,female mechanic type 1 2,People & Body,person-role,👩🏻‍🔧,1
743,Женщина-механик,female mechanic type 3,People & Body,person-role,👩🏼‍🔧,1
744,Женщина-механик,female mechanic type 4,People & Body,person-role,👩🏽‍🔧,1
745,Женщина-механик,female mechanic type 5,People & Body,person-role,👩🏾‍🔧,1
746,Женщина-механик,female mechanic type 6,People & Body,person-role,👩🏿‍🔧,1
747,Мужчина-сварщик,male factory worker,People & Body,person-role,👨‍🏭,1
748,Мужчина-сварщик,male factory worker type 1 2,People & Body,person-role,👨🏻‍🏭,1
749,Мужчина-сварщик,male factory worker type 3,People & Body,person-role,👨🏼‍🏭,1
750,Мужчина-сварщик,male factory worker type 4,People & Body,person-role,👨🏽‍🏭,1
751,Мужчина-сварщик,male factory worker type 5,People & Body,person-role,👨🏾‍🏭,1
752,Мужчина-сварщик,male factory worker type 6,People & Body,person-role,👨🏿‍🏭,1
753,Женщина-сварщик,female factory worker,People & Body,person-role,👩‍🏭,1
754,Женщина-сварщик,female factory worker type 1 2,People & Body,person-role,👩🏻‍🏭,1
755,Женщина-сварщик,female factory worker type 3,People & Body,person-role,👩🏼‍🏭,0
756,Женщина-сварщик,female factory worker type 4,People & Body,person-role,👩🏽‍🏭,1
757,Женщина-сварщик,female factory worker type 5,People & Body,person-role,👩🏾‍🏭,1
758,Женщина-сварщик,female factory worker type 6,People & Body,person-role,👩🏿‍🏭,0
759,Мужчина-офисный работник,male office worker,People & Body,person-role,👨‍💼,1
760,Мужчина-офисный работник,male office worker type 1 2,People & Body,person-role,👨🏻‍💼,0
761,Мужчина-офисный работник,male office worker type 3,People & Body,person-role,👨🏼‍💼,1
762,Мужчина-офисный работник,male office worker type 4,People & Body,person-role,👨🏽‍💼,1
763,Мужчина-офисный работник,male office worker type 5,People & Body,person-role,👨🏾‍💼,1
764,Мужчина-офисный работник,male office worker type 6,People & Body,person-role,👨🏿‍💼,1
765,Женщина-офисный работник,female office worker,People & Body,person-role,👩‍💼,1
766,Женщина-офисный работник,female office worker type 1 2,People & Body,person-role,👩🏻‍💼,1
767,Женщина-офисный работник,female office worker type 3,People & Body,person-role,👩🏼‍💼,0
768,Женщина-офисный работник,female office worker type 4,People & Body,person-role,👩🏽‍💼,1
769,Женщина-офисный работник,female office worker type 5,People & Body,person-role,👩🏾‍💼,1
770,Женщина-офисный работник,female office worker type 6,People & Body,person-role,👩🏿‍💼,1
771,Мужчина-химик,male scientist,People & Body,person-role,👨‍🔬,1
772,Мужчина-химик,male scientist type 1 2,People & Body,person-role,👨🏻‍🔬,1
773,Мужчина-химик,male scientist type 3,People & Body,person-role,👨🏼‍🔬,1
774,Мужчина-химик,male scientist type 4,People & Body,person-role,👨🏽‍🔬,0
775,Мужчина-химик,male scientist type 5,People & Body,person-role,👨🏾‍🔬,1
776,Мужчина-химик,male scientist type 6,People & Body,person-role,👨🏿‍🔬,1
777,Женщина-химик,female scientist,People & Body,person-role,👩‍🔬,1
778,Женщина-химик,female scientist type 1 2,People & Body,person-role,👩🏻‍🔬,1
779,Женщина-химик,female scientist type 3,People & Body,person-role,👩🏼‍🔬,1
780,Женщина-химик,female scientist type 4,People & Body,person-role,👩🏽‍🔬,1
781,Женщина-химик,female scientist type 5,People & Body,person-role,👩🏾‍🔬,0
782,Женщина-химик,female scientist type 6,People & Body,person-role,👩🏿‍🔬,1
783,Мужчина-техник,male technologist,People & Body,person-role,👨‍💻,1
784,Мужчина-техник,male technologist type 1 2,People & Body,person-role,👨🏻‍💻,1
785,Мужчина-техник,male technologist type 3,People & Body,person-role,👨🏼‍💻,1
786,Мужчина-техник,male technologist type 4,People & Body,person-role,👨🏽‍💻,1
787,Мужчина-техник,male technologist type 5,People & Body,person-role,👨🏾‍💻,1
788,Мужчина-техник,male technologist type 6,People & Body,person-role,👨🏿‍💻,0
789,Женщина-техник,female technologist,People & Body,person-role,👩‍💻,1
790,Женщина-техник,female technologist type 1 2,People & Body,person-role,👩🏻‍💻,1
791,Женщина-техник,female technologist type 3,People & Body,person-role,👩🏼‍💻,1
792,Женщина-техник,female technologist type 4,People & Body,person-role,👩🏽‍💻,0
793,Женщина-техник,female technologist type 5,People & Body,person-role,👩🏾‍💻,1
794,Женщина-техник,female technologist type 6,People & Body,person-role,👩🏿‍💻,1
795,Мужчина-певец,male singer,People & Body,person-role,👨‍🎤,1
796,Мужчина-певец,male singer type 1 2,People & Body,person-role,👨🏻‍🎤,1
797,Мужчина-певец,male singer type 3,People & Body,person-role,👨🏼‍🎤,1
798,Мужчина-певец,male singer type 4,People & Body,person-role,👨🏽‍🎤,1
799,Мужчина-певец,male singer type 5,People & Body,person-role,👨🏾‍🎤,1
800,Мужчина-певец,male singer type 6,People & Body,person-role,👨🏿‍🎤,1
801,Женщина-певец,female singer,People & Body,person-role,👩‍🎤,1
802,Женщина-певец,female singer type 1 2,People & Body,person-role,👩🏻‍🎤,1
803,Женщина-певец,female singer type 3,People & Body,person-role,👩🏼‍🎤,1
804,Женщина-певец,female singer type 4,People & Body,person-role,👩🏽‍🎤,1
805,Женщина-певец,female singer type 5,People & Body,person-role,👩🏾‍🎤,1
806,Женщина-певец,female singer type 6,People & Body,person-role,👩🏿‍🎤,1
807,Мужчина-художник,male artist,People & Body,person-role,👨‍🎨,1
808,Мужчина-художник,male artist type 1 2,People & Body,person-role,👨🏻‍🎨,1
809,Мужчина-художник,male artist type 3,People & Body,person-role,👨🏼‍🎨,1
810,Мужчина-художник,male artist type 4,People & Body,person-role,👨🏽‍🎨,1
811,Мужчина-художник,male artist type 5,People & Body,person-role,👨🏾‍🎨,0
812,Мужчина-художник,male artist type 6,People & Body,person-role,👨🏿‍🎨,1
813,Женщина-художник,female artist,People & Body,person-role,👩‍🎨,1
814,Женщина-художник,female artist type 1 2,People & Body,person-role,👩🏻‍🎨,1
815,Женщина-художник,female artist type 3,People & Body,person-role,👩🏼‍🎨,1
816,Женщина-художник,female artist type 4,People & Body,person-role,👩🏽‍🎨,1
817,Женщина-художник,female artist type 5,People & Body,person-role,👩🏾‍🎨,1
818,Женщина-художник,female artist type 6,People & Body,person-role,👩🏿‍🎨,1
819,Мужчина-пилот,male pilot,People & Body,person-role,👨‍✈️,1
820,Мужчина-пилот,male pilot type 1 2,People & Body,person-role,👨🏻‍✈️,1
821,Мужчина-пилот,male pilot type 3,People & Body,person-role,👨🏼‍✈️,1
822,Мужчина-пилот,male pilot type 4,People & Body,person-role,👨🏽‍✈️,1
823,Мужчина-пилот,male pilot type 5,People & Body,person-role,👨🏾‍✈️,1
824,Мужчина-пилот,male pilot type 6,People & Body,person-role,👨🏿‍✈️,0
825,Женщина-пилот,female pilot,People & Body,person-role,👩‍✈️,1
826,Женщина-пилот,female pilot type 1 2,People & Body,person-role,👩🏻‍✈️,1
827,Женщина-пилот,female pilot type 3,People & Body,person-role,👩🏼‍✈️,1
828,Женщина-пилот,female pilot type 4,People & Body,person-role,👩🏽‍✈️,1
829,Женщина-пилот,female pilot type 5,People & Body,person-role,👩🏾‍✈️,1
830,Женщина-пилот,female pilot type 6,People & Body,person-role,👩🏿‍✈️,1
831,Мужчина-космонавт,male astronaut,People & Body,person-role,👨‍🚀,1
832,Мужчина-космонавт,male astronaut type 1 2,People & Body,person-role,👨🏻‍🚀,1
833,Мужчина-космонавт,male astronaut type 3,People & Body,person-role,👨🏼‍🚀,1
834,Мужчина-космонавт,male astronaut type 4,People & Body,person-role,👨🏽‍🚀,0
835,Мужчина-космонавт,male astronaut type 5,People & Body,person-role,👨🏾‍🚀,1
836,Мужчина-космонавт,male astronaut type 6,People & Body,person-role,👨🏿‍🚀,1
837,Женщина-космонавт,female astronaut,People & Body,person-role,👩‍🚀,0
838,Женщина-космонавт,female astronaut type 1 2,People & Body,person-role,👩🏻‍🚀,1
839,Женщина-космонавт,female astronaut type 3,People & Body,person-role,👩🏼‍🚀,1
840,Женщина-космонавт,female astronaut type 4,People & Body,person-role,👩🏽‍🚀,1
841,Женщина-космонавт,female astronaut type 5,People & Body,person-role,👩🏾‍🚀,1
842,Женщина-космонавт,female astronaut type 6,People & Body,person-role,👩🏿‍🚀,1
843,Мужчина-пожарный,male firefighter,People & Body,person-role,👨‍🚒,1
844,Мужчина-пожарный,male firefighter type 1 2,People & Body,person-role,👨🏻‍🚒,1
845,Мужчина-пожарный,male firefighter type 3,People & Body,person-role,👨🏼‍🚒,1
846,Мужчина-пожарный,male firefighter type 4,People & Body,person-role,👨🏽‍🚒,0
847,Мужчина-пожарный,male firefighter type 5,People & Body,person-role,👨🏾‍🚒,1
848,Мужчина-пожарный,male firefighter type 6,People & Body,person-role,👨🏿‍🚒,1
849,Женщина-пожарный,female firefighter,People & Body,person-role,👩‍🚒,1
850,Женщина-пожарный,female firefighter type 1 2,People & Body,person-role,👩🏻‍🚒,1
851,Женщина-пожарный,female firefighter type 3,People & Body,person-role,👩🏼‍🚒,1
852,Женщина-пожарный,female firefighter type 4,People & Body,person-role,👩🏽‍🚒,1
853,Женщина-пожарный,female firefighter type 5,People & Body,person-role,👩🏾‍🚒,1
854,Женщина-пожарный,female firefighter type 6,People & Body,person-role,👩🏿‍🚒,1
855,Мужчина-полицейский,police officer,People & Body,person-role,👮,1
856,Мужчина-полицейский,police officer,People & Body,person-role,👮🏻,1
857,Мужчина-полицейский,police officer,People & Body,person-role,👮🏼,1
858,Мужчина-полицейский,police officer,People & Body,person-role,👮🏽,1
859,Мужчина-полицейский,police officer,People & Body,person-role,👮🏾,1
860,Мужчина-полицейский,police officer,People & Body,person-role,👮🏿,1
861,Полицейский,male police officer,People & Body,person-role,👮‍♂️,1
862,Полицейский,male police officer type 1 2,People & Body,person-role,👮🏻‍♂️,1
863,Полицейский,male police officer type 3,People & Body,person-role,👮🏼‍♂️,1
864,Полицейский,male police officer type 4,People & Body,person-role,👮🏽‍♂️,1
865,Полицейский,male police officer type 5,People & Body,person-role,👮🏾‍♂️,1
866,Полицейский,male police officer type 6,People & Body,person-role,👮🏿‍♂️,1
867,Женщина-полицейский,female police officer,People & Body,person-role,👮‍♀️,0
868,Женщина-полицейский,female police officer type 1 2,People & Body,person-role,👮🏻‍♀️,1
869,Женщина-полицейский,female police officer type 3,People & Body,person-role,👮🏼‍♀️,1
870,Женщина-полицейский,female police officer type 4,People & Body,person-role,👮🏽‍♀️,1
871,Женщина-полицейский,female police officer type 5,People & Body,person-role,👮🏾‍♀️,1
872,Женщина-полицейский,female police officer type 6,People & Body,person-role,👮🏿‍♀️,1
873,Частный детектив,sleuth or spy,People & Body,person-role,🕵,1
874,Частный детектив,sleuth or spy,People & Body,person-role,🕵🏻,1
875,Частный детектив,sleuth or spy,People & Body,person-role,🕵🏼,1
876,Частный детектив,sleuth or spy,People & Body,person-role,🕵🏽,1
877,Частный детектив,sleuth or spy,People & Body,person-role,🕵🏾,1
878,Частный детектив,sleuth or spy,People & Body,person-role,🕵🏿,1
879,Мужчина-частный детектив,male sleuth,People & Body,person-role,🕵️‍♂️,1
880,Мужчина-частный детектив,male sleuth type 1 2,People & Body,person-role,🕵🏻‍♂️,0
881,Мужчина-частный детектив,male sleuth type 3,People & Body,person-role,🕵🏼‍♂️,1
882,Мужчина-частный детектив,male sleuth type 4,People & Body,person-role,🕵🏽‍♂️,0
883,Мужчина-частный детектив,male sleuth type 5,People & Body,person-role,🕵🏾‍♂️,1
884,Мужчина-частный детектив,male sleuth type 6,People & Body,person-role,🕵🏿‍♂️,1
885,Женщина-частный детектив,female sleuth,People & Body,person-role,🕵️‍♀️,1
886,Женщина-частный детектив,female sleuth type 1 2,People & Body,person-role,🕵🏻‍♀️,1
887,Женщина-частный детектив,female sleuth type 3,People & Body,person-role,🕵🏼‍♀️,1
888,Женщина-частный детектив,female sleuth type 4,People & Body,person-role,🕵🏽‍♀️,1
889,Женщина-частный детектив,female sleuth type 5,People & Body,person-role,🕵🏾‍♀️,1
890,Женщина-частный детектив,female sleuth type 6,People & Body,person-role,🕵🏿‍♀️,1
891,Стражник,guardsman,People & Body,person-role,💂,1
892,Стражник,guardsman,People & Body,person-role,💂🏻,1
893,Стражник,guardsman,People & Body,person-role,💂🏼,1
894,Стражник,guardsman,People & Body,person-role,💂🏽,1
895,Стражник,guardsman,People & Body,person-role,💂🏾,1
896,Стражник,guardsman,People & Body,person-role,💂🏿,1
897,Мужчина-стражник,male guard,People & Body,person-role,💂‍♂️,1
898,Мужчина-стражник,male guard type 1 2,People & Body,person-role,💂🏻‍♂️,1
899,Мужчина-стражник,male guard type 3,People & Body,person-role,💂🏼‍♂️,0
900,Мужчина-стражник,male guard type 4,People & Body,person-role,💂🏽‍♂️,1
901,Мужчина-стражник,male guard type 5,People & Body,person-role,💂🏾‍♂️,1
902,Мужчина-стражник,male guard type 6,People & Body,person-role,💂🏿‍♂️,1
903,Женщина-стражник,female guard,People & Body,person-role,💂‍♀️,0
904,Женщина-стражник,female guard type 1 2,People & Body,person-role,💂🏻‍♀️,1
905,Женщина-стражник,female guard type 3,People & Body,person-role,💂🏼‍♀️,1
